File,RelativePath,Folder,ImageQuality,DeleteFlag,Tagger,Species1,NumIndividual1,Species2,NumIndividual2,Notes,HumanType,ImageIssue,IllegalAct,UNID,SavePic,DateTime,CameraNumber,Property,
RCNX0001.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,1,,0,,setup,,false,false,false, 2020-06-24 10:38:36,1,WVWA,
RCNX0002.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,1,,0,,setup,,false,false,false, 2020-06-24 10:38:50,1,WVWA,
RCNX0003.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,1,,0,,setup,,false,false,false, 2020-06-24 10:39:06,1,WVWA,
RCNX0004.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,1,,0,,setup,,false,false,false, 2020-06-24 10:39:22,1,WVWA,
RCNX0005.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,1,,0,,setup,,false,false,false, 2020-06-24 10:39:38,1,WVWA,
RCNX0006.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,1,,0,,setup,,false,false,false, 2020-06-24 10:39:54,1,WVWA,
RCNX0007.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,1,,0,,setup,,false,false,false, 2020-06-24 10:40:08,1,WVWA,
RCNX0008.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,1,,0,,setup,,false,false,false, 2020-06-24 10:40:24,1,WVWA,
RCNX0009.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 10:40:38,1,WVWA,
RCNX0010.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 11:17:42,1,WVWA,
RCNX0011.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 13:58:04,1,WVWA,
RCNX0012.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:18:26,1,WVWA,
RCNX0013.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:20:36,1,WVWA,
RCNX0014.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:21:16,1,WVWA,
RCNX0015.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:23:00,1,WVWA,
RCNX0016.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:23:50,1,WVWA,
RCNX0017.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,unknown,1,,0,Possibly Butterfly or Moth,,,false,false,false, 2020-06-24 14:24:10,1,WVWA,
RCNX0018.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,unknown,1,,0,Possibly Butterfly or Moth on lower right,,,false,false,false, 2020-06-24 14:25:30,1,WVWA,
RCNX0019.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,unknown,1,,0,Possibly Butterfly or Moth on lower right,,,false,false,false, 2020-06-24 14:25:46,1,WVWA,
RCNX0020.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,unknown,1,,0,Possibly Butterfly or Moth on right,,,false,false,false, 2020-06-24 14:26:00,1,WVWA,
RCNX0021.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:26:34,1,WVWA,
RCNX0022.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,unknown,0,,0,Possibly Butterfly or Moth,,,false,false,false, 2020-06-24 14:26:48,1,WVWA,
RCNX0023.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:27:04,1,WVWA,
RCNX0024.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,possibly Butterfly,,,false,false,false, 2020-06-24 14:33:44,1,WVWA,
RCNX0025.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,possibly Butterfly,,,false,false,false, 2020-06-24 14:34:18,1,WVWA,
RCNX0026.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:36:34,1,WVWA,
RCNX0027.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:36:58,1,WVWA,
RCNX0028.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:38:28,1,WVWA,
RCNX0029.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:39:00,1,WVWA,
RCNX0030.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:39:18,1,WVWA,
RCNX0031.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:39:40,1,WVWA,
RCNX0032.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:40:04,1,WVWA,
RCNX0033.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:40:20,1,WVWA,
RCNX0034.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:40:46,1,WVWA,
RCNX0035.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:41:12,1,WVWA,
RCNX0036.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:41:52,1,WVWA,
RCNX0037.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:42:08,1,WVWA,
RCNX0038.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:42:26,1,WVWA,
RCNX0039.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:42:40,1,WVWA,
RCNX0040.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,possibly Butterfly,,,false,false,false, 2020-06-24 14:55:12,1,WVWA,
RCNX0041.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,possibly Butterfly,,,false,false,false, 2020-06-24 14:55:28,1,WVWA,
RCNX0042.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,possibly Butterfly,,,false,false,false, 2020-06-24 14:55:44,1,WVWA,
RCNX0043.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:55:58,1,WVWA,
RCNX0044.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:58:10,1,WVWA,
RCNX0045.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:58:26,1,WVWA,
RCNX0046.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:58:46,1,WVWA,
RCNX0047.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:59:02,1,WVWA,
RCNX0049.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:59:32,1,WVWA,
RCNX0050.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 14:59:46,1,WVWA,
RCNX0051.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 15:06:16,1,WVWA,
RCNX0052.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,possibly Butterfly,,,false,false,false, 2020-06-24 15:06:30,1,WVWA,
RCNX0053.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 15:11:32,1,WVWA,
RCNX0054.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 15:13:54,1,WVWA,
RCNX0055.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 15:21:30,1,WVWA,
RCNX0056.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 15:22:26,1,WVWA,
RCNX0057.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 15:42:34,1,WVWA,
RCNX0058.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 15:45:20,1,WVWA,
RCNX0059.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 15:49:50,1,WVWA,
RCNX0060.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 16:03:16,1,WVWA,
RCNX0061.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-24 16:16:08,1,WVWA,
RCNX0062.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,0,,0,OHV,public,,false,false,false, 2020-06-25 10:17:28,1,WVWA,
RCNX0063.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,0,,0,OHV,public,,false,false,false, 2020-06-25 10:17:46,1,WVWA,
RCNX0064.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,human,0,,0,OHV,public,,false,false,false, 2020-06-25 10:20:48,1,WVWA,
RCNX0065.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-25 11:22:32,1,WVWA,
RCNX0066.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-25 12:40:52,1,WVWA,
RCNX0067.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-25 14:44:40,1,WVWA,
RCNX0068.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-26 11:52:10,1,WVWA,
RCNX0069.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-26 15:46:04,1,WVWA,
RCNX0070.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,deer,1,,0,,,,false,false,false, 2020-06-26 20:50:18,1,WVWA,
RCNX0071.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-27 12:17:02,1,WVWA,
RCNX0072.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-27 12:32:28,1,WVWA,
RCNX0073.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-27 13:09:30,1,WVWA,
RCNX0074.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-27 13:10:04,1,WVWA,
RCNX0075.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-27 13:12:06,1,WVWA,
RCNX0076.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-27 13:23:22,1,WVWA,
RCNX0077.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,deer,1,,0,,,,false,false,false, 2020-06-28 03:29:50,1,WVWA,
RCNX0078.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 10:51:30,1,WVWA,
RCNX0079.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 11:00:32,1,WVWA,
RCNX0080.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 11:43:14,1,WVWA,
RCNX0081.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 12:06:48,1,WVWA,
RCNX0082.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 12:07:06,1,WVWA,
RCNX0083.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 12:07:22,1,WVWA,
RCNX0084.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 12:13:40,1,WVWA,
RCNX0085.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 12:27:22,1,WVWA,
RCNX0086.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 12:29:18,1,WVWA,
RCNX0087.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 12:40:44,1,WVWA,
RCNX0088.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 12:45:20,1,WVWA,
RCNX0089.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 12:52:14,1,WVWA,
RCNX0090.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 13:04:58,1,WVWA,
RCNX0091.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 13:34:46,1,WVWA,
RCNX0092.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 13:56:44,1,WVWA,
RCNX0093.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 14:07:54,1,WVWA,
RCNX0094.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 14:20:16,1,WVWA,
RCNX0095.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 15:07:02,1,WVWA,
RCNX0096.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-28 16:05:12,1,WVWA,
RCNX0097.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,deer,1,,0,,,,false,false,false, 2020-06-28 21:40:10,1,WVWA,
RCNX0098.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,bobcat,1,,0,,,,false,false,false, 2020-06-29 06:58:30,1,WVWA,
RCNX0099.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 11:22:06,1,WVWA,
RCNX0100.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 11:42:34,1,WVWA,
RCNX0101.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 12:04:48,1,WVWA,
RCNX0102.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 12:07:52,1,WVWA,
RCNX0103.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 12:22:44,1,WVWA,
RCNX0104.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 12:22:58,1,WVWA,
RCNX0105.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 12:27:56,1,WVWA,
RCNX0106.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 12:31:24,1,WVWA,
RCNX0107.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 12:33:10,1,WVWA,
RCNX0108.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 12:40:24,1,WVWA,
RCNX0109.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 12:52:18,1,WVWA,
RCNX0110.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 15:00:46,1,WVWA,
RCNX0111.MP4,,1_6.24.20 to 8.8.20,Ok,false,L. Hernandez,none,0,,0,,,,false,false,false, 2020-06-29 15:37:32,1,WVWA,
