RootFolder,File,RelativePath,Dark,DeleteFlag,Tagger,Species1,NumIndividual1,Species2,NumIndividual2,Notes,HumanType,ImageIssue,IllegalAct,UNID,SavePic,DateTime,CameraNumber,Property,
Lands Camera Photos,IMG_6149.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:48:37,4,BCHER,
Lands Camera Photos,IMG_6150.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:48:38,4,BCHER,
Lands Camera Photos,IMG_6151.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:48:40,4,BCHER,
Lands Camera Photos,IMG_6152.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:48:41,4,BCHER,
Lands Camera Photos,IMG_6153.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:48:42,4,BCHER,
Lands Camera Photos,IMG_6154.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:52:33,4,BCHER,
Lands Camera Photos,IMG_6155.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:52:34,4,BCHER,
Lands Camera Photos,IMG_6156.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:52:35,4,BCHER,
Lands Camera Photos,IMG_6157.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:53:09,4,BCHER,
Lands Camera Photos,IMG_6158.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:53:10,4,BCHER,
Lands Camera Photos,IMG_6159.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:53:11,4,BCHER,
Lands Camera Photos,IMG_6160.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:55:41,4,BCHER,
Lands Camera Photos,IMG_6161.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:55:42,4,BCHER,
Lands Camera Photos,IMG_6162.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:55:43,4,BCHER,
Lands Camera Photos,IMG_6163.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:55:44,4,BCHER,
Lands Camera Photos,IMG_6164.JPG,BCHER\BCHER04-6.17.20-8.7.20\100RECNX,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-07-11 09:55:45,4,BCHER,
