File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Tagger,Species1,NumIndividual1,Species2,NumIndividual2,Notes,HumanType,ImageIssue,IllegalAct,UNID,SavePic,CameraNumber,Property,
RCNX0001.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:06:55,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0002.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:06:57,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0003.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:06:58,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0004.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:01,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0005.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:02,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0006.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:03,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0007.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:04,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0008.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:05,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0009.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:06,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0010.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:07,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0011.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:08,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0012.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:09,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0013.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:11,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0014.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:13,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0015.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:14,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
RCNX0016.JPG,,4_6.24.20 to 8.8.20,24-Jun-2020,10:07:16,Ok,false,JBaser,none,0,,0,,setup,,false,false,false,4,WVWA,
