File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Tagger,Species1,NumIndividual1,Species2,NumIndividual2,Notes,HumanType,ImageIssue,IllegalAct,UNID,SavePic,CameraNumber,Property,
RCNX0001.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,14:47:40,Ok,false,E. Ayala,none,0,,0,,setup,,false,false,false,2,WVWA,
RCNX0002.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,14:47:54,Ok,false,E. Ayala,none,0,,0,,setup,,false,false,false,2,WVWA,
RCNX0003.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,14:48:10,Ok,false,E. Ayala,none,0,,0,,setup,,false,false,false,2,WVWA,
RCNX0004.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,14:48:26,Ok,false,E. Ayala,none,0,,0,,setup,,false,false,false,2,WVWA,
RCNX0005.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,14:48:40,Ok,false,E. Ayala,none,0,,0,,setup,,false,false,false,2,WVWA,
RCNX0006.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,14:49:24,Ok,false,E. Ayala,none,0,,0,,setup,,false,false,false,2,WVWA,
RCNX0007.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,15:10:18,Ok,false,E. Ayala,none,0,,0,,,,false,false,false,2,WVWA,
RCNX0008.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,15:11:38,Ok,false,E. Ayala,none,0,,0,,,,false,false,false,2,WVWA,
RCNX0009.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,15:25:38,Ok,false,E. Ayala,none,0,,0,,,,false,false,false,2,WVWA,
RCNX0010.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,15:55:00,Ok,false,E. Ayala,none,0,,0,,,,false,false,false,2,WVWA,
RCNX0011.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,19:56:02,Ok,false,E. Ayala,deer,2,,0,one fawn,,,false,false,false,2,WVWA,
RCNX0012.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,19:56:16,Ok,false,E. Ayala,deer,1,,0,,,,false,false,false,2,WVWA,
RCNX0013.MP4,,2_6.24.20 to 8.8.20,24-Jun-2020,19:56:36,Ok,false,E. Ayala,deer,2,,0,mother and fawn,,,false,false,false,2,WVWA,
RCNX0014.MP4,,2_6.24.20 to 8.8.20,25-Jun-2020,10:47:06,Ok,false,E. Ayala,none,0,,0,,,,false,false,false,2,WVWA,
RCNX0015.MP4,,2_6.24.20 to 8.8.20,25-Jun-2020,11:37:34,Ok,false,E. Ayala,deer,1,,0,,,,false,false,false,2,WVWA,
